Accession,P0_observed,Total_UTRs_0,P0_Expected_freq,P0_Observed_freq,P0_Standard_Deviation,P0_Zscore,P0__BinomPval,P1_observed,P1_Total_UTRs,P1_Expected_freq,P1_Observed_freq,P1_Standard_Deviation,P1_Zscore,P1__BinomPval,P2_observed,P2_Total_UTRs,P2_Expected_freq,P2_Observed_freq,P2_Standard_Deviation,P2_Zscore,P2__BinomPval,P3_observed,P3_Total_UTRs,P3_Expected_freq,P3_Observed_freq,P3_Standard_Deviation,P3_Zscore,P3__BinomPval,P4_observed,P4_Total_UTRs,P4_Expected_freq,P4_Observed_freq,P4_Standard_Deviation,P4_Zscore,P4__BinomPval,P5_observed,P5_Total_UTRs,P5_Expected_freq,P5_Observed_freq,P5_Standard_Deviation,P5_Zscore,P5__BinomPval,P6_observed,P6_Total_UTRs,P6_Expected_freq,P6_Observed_freq,P6_Standard_Deviation,P6_Zscore,P6__BinomPval,Genomic_GC,Genomic_GC3
CP002395,1341,1341,0.0446,1.0,20.642393272099046,62.06602999525745,0.0,33,1341,0.0494,0.024608501118568233,21.670173049608994,-1.5341547999590095,6.789920191992154e-06,55,1341,0.0476,0.041014168530947054,21.291838812089484,-0.4147880358264514,0.2757629096411267,41,1341,0.0462,0.030574198359433258,20.99179839842218,-0.9982089005568476,0.005056036826325324,49,1341,0.0433,0.036539895600298286,20.353159459897128,-0.44540013641920434,0.25352956841995883,41,1341,0.0485,0.030574198359433258,21.482027371735658,-1.119005184381617,0.0014445195059880223,47,1341,0.0474,0.035048471290082026,21.2492917529032,-0.7794800971536855,0.033639403915880356,59.180881385322195,71.02120927328849
CP000089,1797,1797,0.0398,1.0,19.548902782509302,88.26476959841513,0.0,37,1797,0.0422,0.020589872008903727,20.104516905412076,-1.931575883305416,7.252443472284125e-07,43,1797,0.0421,0.023928770172509738,20.081730503121488,-1.626040146038427,4.726315249981288e-05,49,1797,0.0467,0.027267668336115748,21.09955212794812,-1.65500669342387,3.335139566729445e-05,49,1797,0.0414,0.027267668336115748,19.921355375576233,-1.27480281944749,0.002016634097562238,53,1797,0.0439,0.02949360044518642,20.487261896114862,-1.2636290848075395,0.0022177919034420067,45,1797,0.0423,0.025041736227045076,20.12727254249815,-1.5408496076414098,0.00013167392642139322,59.24722023752395,69.83350770181697
CP001650,2870,2870,0.0868,1.0,28.154175534012712,93.09041910439687,0.0,207,2870,0.092,0.07212543554006969,28.9025950392002,-1.9735252119277675,0.00015608704455247045,238,2870,0.0907,0.08292682926829269,28.718201545361435,-0.7768244109841682,0.15267513821231948,198,2870,0.0879,0.06898954703832752,28.314941285476827,-1.9167618768059211,0.0002499183180435066,231,2870,0.0941,0.08048780487804878,29.196778931930147,-1.3380585608803441,0.011545230428543309,211,2870,0.0978,0.0735191637630662,29.70440371392767,-2.3459821200627538,5.913234540544196e-06,228,2870,0.0873,0.0794425087108014,28.22741752268528,-0.7989041144793587,0.14557372052067155,36.218453032231466,30.82374537843387
CP002224,1114,1114,0.0393,1.0,19.430777133197736,55.0785896345605,0.0,24,1114,0.0363,0.02154398563734291,18.70355848495147,-0.8788808831873287,0.006310049006010066,34,1114,0.0412,0.03052064631956912,19.87525094181203,-0.598573574483652,0.08223990963626185,23,1114,0.0402,0.02064631956912029,19.642800207709694,-1.1089457597522359,0.00042069896698294126,35,1114,0.0377,0.03141831238779174,19.046970887781605,-0.3673970019290049,0.30611520615617605,26,1114,0.0417,0.02333931777378815,19.990275135675347,-1.0231875179895564,0.0012245969781924104,31,1114,0.0403,0.027827648114901255,19.666191802176648,-0.7065018047094506,0.03265290915981515,61.72374467055032,72.70388841676859
CP001634,837,837,0.0709,1.0,25.665772928162518,30.299368040722182,0.0,71,837,0.0702,0.08482676224611709,25.548377639294436,0.4791928541548717,0.10399215641278858,51,837,0.0692,0.06093189964157706,25.379393215756757,-0.2726779139740615,0.37611312951870657,56,837,0.07,0.06690561529271206,25.51470164434615,-0.10151010331621597,0.786425119882574,48,837,0.0695,0.05734767025089606,25.43024773768435,-0.3999764416343907,0.17437416236406794,43,837,0.0783,0.05137395459976105,26.86430903634039,-0.8389234939753406,0.002993304169269232,52,837,0.0722,0.06212664277180406,25.88187782986389,-0.3257646162857397,0.2851920533933649,41.54598836032433,40.578560825197755
CP006772,906,906,0.0849,1.0,27.87328290675499,29.74463405597176,0.0,58,906,0.0864,0.0640176600441501,28.09538040319084,-0.7217699034143332,0.015210877215243378,68,906,0.0818,0.07505518763796909,27.405977450184114,-0.2229732550538512,0.5047609534537235,66,906,0.0856,0.0728476821192053,27.97724789896247,-0.4129641357765024,0.19102888339624716,54,906,0.0857,0.059602649006622516,27.992054229727408,-0.8446754141712824,0.004297582155014294,72,906,0.0846,0.07947019867549669,27.828553681425845,-0.16700832005876165,0.6328522484709356,71,906,0.0839,0.07836644591611479,27.72377860249212,-0.18083393580229154,0.5897627163357644,41.491431915386045,40.955182905046904
CP003732,1561,1561,0.0575,1.0,23.279551112510738,63.198920498485684,0.0,82,1561,0.06,0.05253042921204356,23.748684174075834,-0.4909745699817804,0.24064495946345332,78,1561,0.0611,0.049967969250480464,23.951365305552,-0.7255160521463857,0.0720840168781522,62,1561,0.0563,0.03971812940422806,23.050013015180706,-1.1229624895635697,0.003556013250973043,89,1561,0.0544,0.057014734144778985,22.680529094357563,0.17996052839064608,0.655061385444073,64,1561,0.0559,0.04099935938500961,22.972851368517578,-1.0124951242176146,0.00949253044583177,61,1561,0.0583,0.039077514413837285,23.430985894750567,-1.280624730635963,0.0007894619967079208,53.8840859500173,63.67257208481082
AP010946,1801,1801,0.0246,1.0,15.490267912466848,113.40639231850727,0.0,21,1801,0.0249,0.011660188784008884,15.582037735803361,-1.5302812381984408,0.00010414171000302586,29,1801,0.0265,0.016102165463631316,16.061677994530957,-1.1659118061248908,0.004147688656638797,23,1801,0.0252,0.012770682953914493,15.673212816777548,-1.428245775878034,0.000294544293352631,30,1801,0.0257,0.01665741254858412,15.823877527331915,-1.0291851647531016,0.013717275432501903,37,1801,0.0264,0.020544142143253747,16.03216766379394,-0.657827451731143,0.14075248534056928,33,1801,0.0231,0.018323153803442533,15.022113699476515,-0.572695705285455,0.20851738400604392,67.76023397993896,87.04108079465419
CP003659,4207,4207,0.0862,1.0,28.065915271018685,136.9759925118047,0.0,311,4207,0.0827,0.07392441169479438,27.542823021614907,-1.3404181543419493,0.03832265266107664,321,4207,0.0761,0.07630140242453054,26.515804720958403,0.03195452707985523,0.9536291367797702,254,4207,0.0757,0.06037556453529831,26.451750414670105,-2.4372640369480076,0.00011821693340951203,318,4207,0.0837,0.0755883052056097,27.69373755923891,-1.2322605400228925,0.05832933724624792,282,4207,0.0747,0.06703113857855954,26.29066564391248,-1.2271617781374193,0.06049268475203068,325,4207,0.0817,0.07725219871642501,27.3907119294114,-0.6831476322419948,0.31087636165451427,38.79613235861583,30.47733053154075
HE999757,2372,2372,0.0911,1.0,28.775126411538142,74.9227221165406,0.0,206,2372,0.0923,0.08684654300168634,28.94489765053592,-0.4469043268411933,0.3752496056903364,244,2372,0.0961,0.10286677908937605,29.47283325369314,0.5445964377377499,0.2648938956780442,227,2372,0.0952,0.09569983136593592,29.34909879365975,0.04039647037666852,0.916438781403669,196,2372,0.094,0.08263069139966273,29.18287168871494,-0.9241037101372226,0.057469467145336024,192,2372,0.0917,0.08094435075885328,28.860199237011514,-0.8839994412540941,0.06964560739773465,177,2372,0.0991,0.07462057335581787,29.87962349160377,-1.9433042727702512,4.2244046426419984e-05,34.526311521755325,24.558119673318657
AP014685,6246,6246,0.0307,1.0,17.250365213525193,350.96345642891964,0.0,106,6246,0.032,0.01697086135126481,17.6,-5.333636363636364,2.2983612516876347e-13,120,6246,0.0328,0.01921229586935639,17.81127732645809,-4.764891278961229,1.1056098685901406e-10,101,6246,0.0317,0.01617034902337496,17.52001997715756,-5.53642062774274,1.912096051642517e-14,125,6246,0.0302,0.020012808197246237,17.11372548570299,-3.718021540847818,6.957393647522342e-07,148,6246,0.0325,0.023695164905539544,17.732385626305334,-3.101387549254341,4.65397640955101e-05,123,6246,0.0352,0.0196926032660903,18.428499667634366,-5.255946048072055,7.538428201078953e-13,63.70241665075839,80.26396127928666
CP001185,600,600,0.094,1.0,29.18287168871494,18.62736490769039,0.0,47,600,0.0917,0.07833333333333334,28.860199237011514,-0.27789135945100557,0.28834454238199747,53,600,0.0865,0.08833333333333333,28.110096051063216,0.03913184778884438,0.8277983478423901,42,600,0.094,0.07,29.18287168871494,-0.49344013000504333,0.04245515123182855,40,600,0.0885,0.06666666666666667,28.40206858663643,-0.46123401047498797,0.06140061797884512,52,600,0.0856,0.08666666666666667,27.97724789896247,0.02287573110519333,0.8841039672105668,44,600,0.0984,0.07333333333333333,29.78547296921773,-0.5049441388942633,0.039516492259903876,30.810792316194576,20.67361429565975
CP000758,1622,1622,0.0498,1.0,21.753151495817797,70.85062595625796,0.0,63,1622,0.0548,0.03884093711467324,22.75894549402498,-1.1373813433841156,0.003778812538628738,51,1622,0.0497,0.031442663378545004,21.732443488940678,-1.3626355460245334,0.0003862255890766796,53,1622,0.0537,0.032675709001233046,22.542473244965826,-1.512762137030173,7.053147789421322e-05,62,1622,0.0519,0.03822441430332922,22.182513383293607,-0.9999678402856669,0.011667714241282207,64,1622,0.0485,0.03945745992601726,21.482027371735658,-0.6827567876250671,0.09356081253781431,57,1622,0.0506,0.03514180024660912,21.917946984149772,-1.1439575074313295,0.003783183260707231,56.050901587193835,64.0543638555241
CP000383,2319,2319,0.0873,1.0,28.22741752268528,74.98210908946984,0.0,164,2319,0.0824,0.07072013799051315,27.49731623267987,-0.9850270393955554,0.04134676792000347,144,2319,0.0851,0.062095730918499355,27.903044636741704,-1.9118666329965561,4.1339019355348336e-05,170,2319,0.0869,0.07330746011211729,28.168846266753633,-1.1190057165104021,0.020138762717990734,141,2319,0.0844,0.06080206985769728,27.798676227475294,-1.9685685588838582,2.35664439828255e-05,155,2319,0.0805,0.06683915480810694,27.206570897487246,-1.1644062061097853,0.014549954448487565,141,2319,0.0845,0.06080206985769728,27.813620763935067,-1.9758484688645372,2.0300598147082983e-05,38.84645420098899,35.52122903381832
CP002422,1476,1476,0.0524,1.0,22.28323136351638,62.767270023950715,0.0,31,1476,0.0522,0.02100271002710027,22.243012385915716,-2.070187221095876,1.8236621304326676e-09,48,1476,0.0551,0.032520325203252036,22.81753492382558,-1.4606135198767698,6.132980929433575e-05,54,1476,0.0549,0.036585365853658534,22.77849643852728,-1.1867508495546577,0.0013471603158547404,63,1476,0.0519,0.042682926829268296,22.182513383293607,-0.6132938934794434,0.11321721952915828,73,1476,0.0522,0.0494579945799458,22.243012385915716,-0.18195377180847555,0.6821421119345646,66,1476,0.0548,0.044715447154471545,22.75894549402498,-0.6540197569306442,0.09684345895945237,51.498769329353344,60.30832086948006
CP003607,4646,4646,0.0548,1.0,22.75894549402498,192.9526656300001,0.0,122,4646,0.0589,0.026259147653895823,23.543744392088527,-6.441175943575025,7.846604047270594e-26,242,4646,0.0639,0.05208781747739991,24.457471251133057,-2.243870571756577,0.0007765685729537745,220,4646,0.0575,0.04735256134309083,23.279551112510738,-2.0251679154871542,0.002476089055310556,192,4646,0.0552,0.041325871717606544,22.837022573006315,-2.822574606384621,1.8895742989557717e-05,241,4646,0.0596,0.05187257856220405,23.67442501941705,-1.5164718877250265,0.025635668397044425,241,4646,0.0592,0.05187257856220405,23.599864406390132,-1.4425167625447093,0.034476487750160226,47.60109412346252,47.709045324249146
CP002353,2899,2899,0.0303,1.0,17.14115223664967,164.00066116847324,0.0,38,2899,0.0318,0.013107968264918937,17.546726190375228,-3.08822280646993,1.5800215139863517e-10,71,2899,0.0273,0.024491203863401173,16.29561597485655,-0.49968654223098097,0.3922920550599375,65,2899,0.0268,0.02242152466367713,16.149848296501116,-0.7859640392256813,0.15056963720099312,53,2899,0.031,0.018282166264229044,17.33176274935703,-2.127250443776572,2.7576828763490193e-05,67,2899,0.0313,0.023111417730251813,17.41272810331569,-1.3632958522725536,0.010340992867135702,67,2899,0.0306,0.023111417730251813,17.223135603019564,-1.260478956932436,0.01756320352763487,62.444079661404686,73.5681544322742
CP000792,754,754,0.0858,1.0,28.006849162303137,24.612079566872453,0.0,41,754,0.0859,0.054376657824933686,28.021632714743802,-0.848223236738592,0.0014013097720173735,116,754,0.0816,0.15384615384615385,27.375434243131195,1.9898716314853722,6.130407198614471e-11,44,754,0.0869,0.058355437665782495,28.168846266753633,-0.7640568518918047,0.004354738952862089,55,754,0.086,0.07294429708222812,28.036404905051572,-0.35111491767000097,0.21712369653340108,57,754,0.0862,0.07559681697612732,28.065915271018685,-0.2848579824601536,0.3302650259027887,58,754,0.0851,0.07692307692307693,27.903044636741704,-0.22095796642498355,0.4725329029309876,39.428959063005145,38.71452976076315
CP000513,544,544,0.0621,1.0,24.133708790817874,21.14128435137669,0.0,26,544,0.0636,0.04779411764705882,24.403901327451724,-0.352337107277505,0.15872881903142017,25,544,0.0658,0.04595588235294118,24.793216814282086,-0.4354094138273113,0.06859562049381035,30,544,0.0747,0.05514705882352941,26.29066564391248,-0.40458465921203934,0.08656757767694344,24,544,0.0636,0.04411764705882353,24.403901327451724,-0.434291216711238,0.06463191112268393,25,544,0.0712,0.04595588235294118,25.71586280878011,-0.5340205810753991,0.019393043294221368,29,544,0.0652,0.05330882352941176,24.68784316217194,-0.2620236995798743,0.2970181406115507,44.39572461942635,40.5495198271762
CP002116,1553,1553,0.0632,1.0,24.332233765110843,59.79107442597647,0.0,79,1553,0.0641,0.050869285254346426,24.493099028093607,-0.8389016014850647,0.03348758235502086,82,1553,0.0653,0.05280103026400515,24.70544676786882,-0.7856931381320027,0.0451374326035804,61,1553,0.0646,0.039278815196394076,24.581871368958062,-1.5997073375649513,1.7394036565343472e-05,67,1553,0.061,0.043142305215711524,23.933031567271208,-1.1587750562250254,0.002474643507989805,60,1553,0.0623,0.038634900193174504,24.16996276372804,-1.5205608862233635,5.0233928362907767e-05,85,1553,0.062,0.054732775273663874,24.115555146004827,-0.4679966905870599,0.2472086876704146,48.96514158879408,50.17874320552298
CP002444,345,345,0.0623,1.0,24.16996276372804,13.384650326623072,0.0,15,345,0.0578,0.043478260869565216,23.336486453620218,-0.2117285311916994,0.2987298114471237,23,345,0.0559,0.06666666666666667,22.972851368517578,0.1616908558895924,0.34948363862972653,16,345,0.0608,0.0463768115942029,23.89630933847317,-0.20823299236374615,0.3100174579753836,14,345,0.062,0.04057971014492753,24.115555146004827,-0.3064412141979774,0.11664295233700833,18,345,0.0627,0.05217391304347826,24.24225855814594,-0.14980039880730245,0.504493051535077,23,345,0.058,0.06666666666666667,23.374344910606585,0.12791802343274336,0.4882106676458876,52.11486869899255,62.2729356661938
CP003870,1888,1888,0.0814,1.0,27.34484229246898,63.42390939580028,0.0,134,1888,0.0785,0.07097457627118645,26.895678091470383,-0.528263312480152,0.24775920045300892,111,1888,0.0762,0.058792372881355935,26.531784711926186,-1.2387255647083073,0.003630754174195704,129,1888,0.077,0.06832627118644068,26.659144772479106,-0.6142732686948515,0.16705799964190332,141,1888,0.0753,0.0746822033898305,26.387479985781138,-0.04420278103966439,0.9652109483715214,127,1888,0.0789,0.06726694915254237,26.958262184347124,-0.8147112692135094,0.06035674535614136,143,1888,0.0731,0.07574152542372882,26.03005762575258,0.1915938900982672,0.6583069690460748,44.30814140013351,46.157495262988064
CP000449,1516,1516,0.0325,1.0,17.732385626305334,82.71475879839657,0.0,20,1516,0.0331,0.013192612137203167,17.88977082022014,-1.6869752163559926,1.7732538889658895e-06,30,1516,0.0295,0.01978891820580475,16.920328011004987,-0.8700776953274665,0.022622300878722468,26,1516,0.0352,0.017150395778364115,18.428499667634366,-1.4848305881383002,3.625387644884864e-05,33,1516,0.0343,0.021767810026385226,18.199865384117544,-1.043897831056468,0.005784220185313053,44,1516,0.0316,0.029023746701846966,17.493267276298045,-0.22326303819137192,0.6591065253627041,47,1516,0.0313,0.03100263852242744,17.41272810331569,-0.025889108089510726,1.0,62.72763433646602,75.510574803482
CP000922,1249,1249,0.0661,1.0,24.845681717352818,46.947437919778615,0.0,82,1249,0.0626,0.0656525220176141,24.22421102946389,0.15738799481901558,0.6402327112023916,61,1249,0.0631,0.0488390712570056,24.314273585694473,-0.7325696956243761,0.03617034113116503,53,1249,0.0637,0.04243394715772618,24.42177511975737,-1.087607263180134,0.001411181804405148,57,1249,0.0641,0.045636509207365894,24.493099028093607,-0.94152642642522,0.006537023767745231,43,1249,0.0653,0.0344275420336269,24.70544676786882,-1.5607772796948407,2.346077130046975e-06,57,1249,0.0662,0.045636509207365894,24.86313737242346,-1.0330072032054474,0.002526566828488842,41.77675142074495,37.701730356453794
CP001110,1512,1512,0.0633,1.0,24.350176590735437,58.1634549845055,0.0,68,1512,0.0586,0.04497354497354497,23.487451969083406,-0.8772003036821554,0.024560441604412352,48,1512,0.055,0.031746031746031744,22.798026230355994,-1.5422387729856986,2.7768674731077802e-05,50,1512,0.0592,0.03306878306878307,23.599864406390132,-1.6741791105080153,4.312947717953943e-06,57,1512,0.0638,0.037698412698412696,24.439631748453166,-1.6148197487671987,1.1654130838291474e-05,61,1512,0.0607,0.04034391534391534,23.877920763751607,-1.2889899545493009,0.0005543866906696003,66,1512,0.0607,0.04365079365079365,23.877920763751607,-1.079591487678167,0.004279862868273585,48.077586989495195,49.49516185782046
FP475956,1767,1767,0.0347,1.0,18.301887880762465,93.19722157149072,0.0,13,1767,0.0286,0.007357102433503113,16.66794528428744,-2.251999233245904,4.927436591727015e-10,35,1767,0.0317,0.019807583474816072,17.52001997715756,-1.1994221483421668,0.0033914037269061584,27,1767,0.0334,0.015280135823429542,17.967871326342472,-1.7819473113133388,4.244008419548217e-06,46,1767,0.0323,0.02603282399547255,17.67956730239742,-0.626378452061907,0.15696774000903913,33,1767,0.03,0.01867572156196944,17.05872210923198,-1.1730069739028588,0.0041183590549655905,34,1767,0.0294,0.019241652518392757,16.89249537516586,-1.062590197679646,0.009080524021123552,63.668369718662085,77.31274925107616
CP000820,4879,4879,0.0193,1.0,13.757728736968177,347.7925311278121,0.0,46,4879,0.0179,0.00942816150850584,13.258804621835258,-3.117483150172448,1.403844738988264e-06,47,4879,0.0226,0.009633121541299446,14.862449327079302,-4.256727717465168,1.1323567899611696e-11,41,4879,0.0223,0.008403361344537815,14.765740753514535,-4.591825166906162,1.0836158973489599e-13,70,4879,0.0198,0.014347202295552367,13.931245457603568,-1.9096785051245821,0.005437513372869358,63,4879,0.0204,0.01291248206599713,14.136421046361065,-2.5842184439889624,9.384198084142175e-05,78,4879,0.0207,0.01598688255790121,14.237805308403399,-1.6150874030021871,0.020552667581956417,71.15359736683484,87.63143146480357
CP000116,1192,1192,0.0294,1.0,16.89249537516586,68.48930097686295,0.0,14,1192,0.0322,0.01174496644295302,17.653090381006947,-1.3811972563304353,8.033409060671682e-06,13,1192,0.0283,0.010906040268456376,16.582855604509135,-1.250303355132768,7.348317539346202e-05,14,1192,0.0304,0.01174496644295302,17.168529348782325,-1.2952070353991703,3.1971915783066434e-05,20,1192,0.0283,0.016778523489932886,16.582855604509135,-0.8281806419556362,0.014114128278361027,26,1192,0.0259,0.02181208053691275,15.88369919130931,-0.30677992206413274,0.4125167872934755,16,1192,0.028,0.013422818791946308,16.497272501841024,-1.0532650168723898,0.0011018636600038838,66.06722296893027,83.50812300707801
AP006840,2062,2062,0.0258,1.0,15.853819729011681,126.70766000473677,0.0,21,2062,0.0264,0.010184287099903006,16.03216766379394,-2.08560693108965,3.01254288086725e-07,30,2062,0.029,0.014548981571290009,16.78064361101802,-1.775736419337033,2.446784845966648e-05,37,2062,0.0269,0.017943743937924344,16.17911925909442,-1.1414589202449383,0.009607672719091038,32,2062,0.0278,0.015518913676042677,16.439939172636862,-1.5403706628154303,0.00036235828857596837,57,2062,0.0285,0.027643064985451018,16.639636414297037,-0.10619222415711974,0.894616023491742,22,2062,0.0287,0.01066925315227934,16.69620016650495,-2.2268180561579145,3.466712264296108e-08,68.6684043088666,89.4912651578391
CP001629,1778,1778,0.0444,1.0,20.5982135147687,82.48563880463684,0.0,38,1778,0.0404,0.021372328458942633,19.689550528135477,-1.7182311984042877,1.3149117015038483e-05,38,1778,0.0405,0.021372328458942633,19.71287650242856,-1.725217524485085,1.0439465264028918e-05,45,1778,0.0389,0.02530933633295838,19.33566393998406,-1.2497217615595317,0.0021165507898850532,55,1778,0.0398,0.03093363329583802,19.548902782509302,-0.8064084299454727,0.0596453123336059,46,1778,0.0385,0.025871766029246346,19.239997401247226,-1.1669959996223542,0.004486750819322092,40,1778,0.0422,0.02249718785151856,20.104516905412076,-1.7424740999655453,8.92945514279414e-06,58.64699871178244,72.65282632279684
CP003558,2042,2042,0.0678,1.0,25.14023866235164,75.71735597127145,0.0,72,2042,0.0647,0.03525954946131244,24.599575199584237,-2.443838948935022,5.623468624195876e-09,129,2042,0.0646,0.06317335945151811,24.581871368958062,-0.11851009861189009,0.8570482362776171,115,2042,0.0669,0.056317335945151814,24.98487342373381,-0.8649153283070977,0.056737190540890936,105,2042,0.0644,0.051420176297747304,24.546413179933232,-1.0797830137426248,0.01676345217457014,128,2042,0.0673,0.06268364348677767,25.054083499501633,-0.37625004323896016,0.4267158212584077,120,2042,0.0652,0.058765915768854066,24.68784316217194,-0.5321809569874197,0.26224254867747976,48.51682698289227,48.47886608973726
CP000613,2297,2297,0.0162,1.0,12.624404936471263,179.0015934510771,0.0,13,2297,0.0205,0.0056595559425337396,14.170303454760594,-2.4056294989609257,6.307750872308889e-09,16,2297,0.0172,0.006965607313887679,13.001599901550577,-1.8081159378851812,3.6983359158685345e-05,13,2297,0.0182,0.0056595559425337396,13.367408125736269,-2.1548979225479745,3.0038887213875955e-07,27,2297,0.0175,0.011754462342185459,13.112494041943357,-1.0064828214819193,0.037919015791632205,41,2297,0.0177,0.01784936874183718,13.185867434492128,0.02602028282966844,0.9368416192532598,23,2297,0.017,0.01001306051371354,12.927103310486846,-1.2415000959248603,0.007514856679171842,70.46127199295242,89.54181281369318
CP002542,2243,2243,0.0822,1.0,27.466918283637135,74.94926728734562,0.0,146,2243,0.0824,0.06509139545251895,27.49731623267987,-1.4118905158409465,0.002398537699808906,117,2243,0.082,0.0521622826571556,27.436472076416823,-2.439307787590032,5.306396484504233e-08,136,2243,0.0754,0.0606330806954971,26.40356794071589,-1.2544592486276662,0.007336594584265714,159,2243,0.0809,0.07088720463664734,27.268148085266077,-0.8236239560447159,0.08828107442581165,169,2243,0.081,0.0753455193936692,27.283511504203414,-0.4648595177364173,0.3528833610758216,167,2243,0.0804,0.07445385644226482,27.19114561764546,-0.490497906470882,0.3128225901727396,36.494677869818496,30.773281060935545
CP001684,1753,1753,0.0375,1.0,18.99835519196333,88.81097773736458,0.0,34,1753,0.0414,0.01939532230462065,19.921355375576233,-1.9363240739780352,4.138808609275504e-07,41,1753,0.0403,0.02338847689674843,19.666191802176648,-1.507455042552712,0.00015650810450425304,28,1753,0.0419,0.015972618368511125,20.036064982925165,-2.268444429519135,1.2646794532391467e-09,32,1753,0.0392,0.01825442099258414,19.40705026530307,-1.8919722213347194,7.471337139022262e-07,42,1753,0.0403,0.023958927552766685,19.666191802176648,-1.4566063571509293,0.0002558718636410654,38,1753,0.0417,0.02167712492869367,19.990275135675347,-1.755858774417723,6.6986037554670445e-06,60.211599355205216,77.75462379883919
CP001281,2101,2101,0.0209,1.0,14.30496067803054,143.8024994475702,0.0,20,2101,0.0218,0.00951927653498334,14.602999691844138,-1.766883554370713,2.548946101611897e-05,30,2101,0.0214,0.014278914802475012,14.471364828515657,-1.0338624018737148,0.023320737416348068,18,2101,0.0209,0.008567348881485007,14.30496067803054,-1.811322700089192,1.2328291935860824e-05,27,2101,0.022,0.01285102332222751,14.668333238647122,-1.310442003686907,0.0028387697382543176,20,2101,0.0224,0.00951927653498334,14.798053926107988,-1.8287810096606152,1.1942170859286993e-05,20,2101,0.0198,0.00951927653498334,13.931245457603568,-1.5504572125825975,0.00029125954554338026,68.4042033605177,88.91894428937042
CP000724,2926,2926,0.0901,1.0,28.632497271457133,92.98411433549785,0.0,276,2926,0.0923,0.09432672590567327,28.94489765053592,0.2048789417602316,0.7015209144778436,247,2926,0.0928,0.08441558441558442,29.015196018638232,-0.8455155699875712,0.12609830418418172,247,2926,0.0917,0.08441558441558442,28.860199237011514,-0.7385326700262629,0.17853362478379894,264,2926,0.0958,0.09022556390977443,29.431676812577294,-0.5541920055682908,0.3149731005662463,290,2926,0.0926,0.09911141490088858,28.987107479015563,0.6572715133371776,0.22552754830699168,249,2926,0.0937,0.08509911141490088,29.14108954723553,-0.8635984580881052,0.11273127171209575,36.82202449465125,30.896708831942302
CP010557,2864,2864,0.0447,1.0,20.664440471495954,132.40035237217992,0.0,133,2864,0.0447,0.04643854748603352,20.664440471495954,0.2409549877175824,0.6510073725128478,99,2864,0.0453,0.03456703910614525,20.796131851861297,-1.4781210380356762,0.004628743352566569,85,2864,0.0463,0.02967877094972067,21.013402865790205,-2.2653732146114214,8.302450723436231e-06,101,2864,0.046,0.03526536312849162,20.948508300115307,-1.4675985306233368,0.0056201599432353765,98,2864,0.0449,0.034217877094972066,20.70844996613701,-1.4773486209748894,0.005092660555208288,91,2864,0.0475,0.031773743016759774,21.270578271405785,-2.117478868007441,3.508610577059372e-05,57.46663735384941,69.14456304873171
CP011280,403,403,0.1018,1.0,30.238511868145892,11.97064860792023,0.0,63,403,0.1039,0.15632754342431762,30.51307752423541,0.6924342516161658,0.0010470081601455618,34,403,0.1006,0.08436724565756824,30.07983377613646,-0.2174812550057995,0.31992575629643427,25,403,0.0989,0.062034739454094295,29.852770390702435,-0.4976657042398679,0.011998671296227167,42,403,0.1068,0.10421836228287841,30.88588026914564,-0.03368529538202424,0.9357585223862365,20,403,0.1019,0.04962779156327544,30.251675986629238,-0.69634819602427,0.00019799340509026698,30,403,0.1023,0.07444168734491315,30.304242277278604,-0.3704728828814064,0.07003702030879187,28.43197837356716,16.524129169310495
CP000360,2727,2727,0.0441,1.0,20.53172910399901,126.96150854105512,0.0,41,2727,0.0493,0.015034836817015035,21.649367196294676,-4.316112298007147,1.0567969862493537e-21,59,2727,0.0424,0.021635496883021636,20.14999751861027,-2.810164117772327,5.610363367505541e-09,69,2727,0.0444,0.025302530253025302,20.5982135147687,-2.5283163495057495,2.2268179673041788e-07,75,2727,0.0456,0.027502750275027504,20.861601089082306,-2.3656477654453583,1.6687437390647694e-06,74,2727,0.045,0.027136046938027136,20.73041244162788,-2.3499291264546875,1.8176973555163428e-06,88,2727,0.0417,0.03226989365603227,19.990275135675347,-1.2864205132477895,0.01265452512281185,58.38384331781577,71.79140257261432
AP014565,2840,2840,0.0592,1.0,23.599864406390132,113.21556573335809,0.0,165,2840,0.0612,0.058098591549295774,23.969680848939145,-0.3674642167957701,0.5309732853020934,129,2840,0.0606,0.04542253521126761,23.859513825725788,-1.8065749501368484,0.0005288840544529067,146,2840,0.0603,0.05140845070422535,23.804182405619397,-1.0608219837047976,0.04859596539092899,116,2840,0.0569,0.04084507042253521,23.16514407466528,-1.9683020253634589,0.00013679508620158032,124,2840,0.0514,0.04366197183098591,22.081222792227788,-0.9952347388902382,0.061515680832277125,121,2840,0.0551,0.0426056338028169,22.81753492382558,-1.5551197847822018,0.0030339365793905695,52.155026256764614,56.21466011794846
