Accession,P0_observed,Total_UTRs_0,P0_Expected_freq,P0_Observed_freq,P0_Standard_Deviation,P0_Zscore,P0__BinomPval,P1_observed,P1_Total_UTRs,P1_Expected_freq,P1_Observed_freq,P1_Standard_Deviation,P1_Zscore,P1__BinomPval,P2_observed,P2_Total_UTRs,P2_Expected_freq,P2_Observed_freq,P2_Standard_Deviation,P2_Zscore,P2__BinomPval,P3_observed,P3_Total_UTRs,P3_Expected_freq,P3_Observed_freq,P3_Standard_Deviation,P3_Zscore,P3__BinomPval,P4_observed,P4_Total_UTRs,P4_Expected_freq,P4_Observed_freq,P4_Standard_Deviation,P4_Zscore,P4__BinomPval,P5_observed,P5_Total_UTRs,P5_Expected_freq,P5_Observed_freq,P5_Standard_Deviation,P5_Zscore,P5__BinomPval,P6_observed,P6_Total_UTRs,P6_Expected_freq,P6_Observed_freq,P6_Standard_Deviation,P6_Zscore,P6__BinomPval,Genomic_GC,Genomic_GC3
CP000155,3915,3915,0.0532,1.0,22.44320832679677,165.1600763146793,0.0,174,3915,0.0522,0.044444444444444446,22.243012385915716,-1.3650579100169842,0.9881803900533824,151,3915,0.0524,0.03856960408684547,22.28323136351638,-2.42989892788402,0.9999788224374798,143,3915,0.0546,0.03652618135376756,22.71977992851163,-3.1144227726960834,0.9999999450807819,169,3915,0.0516,0.043167305236270756,22.12180824435471,-1.4923734821010797,0.993399232676869,147,3915,0.0492,0.037547892720306515,21.628536705010813,-2.109157943608427,0.9998000887857094,167,3915,0.053,0.042656449553001276,22.403347964087867,-1.8075423398731612,0.9987061621651622,53.86974591515463,61.05746474959016
CP002810,1410,1410,0.0183,1.0,13.40339882268673,103.27208928955348,0.0,4,1410,0.021,0.0028368794326241137,14.338409953687334,-1.7861115760199069,0.9999999994867969,6,1410,0.0157,0.00425531914893617,12.431214743539748,-1.2981032290819423,0.999987676513532,13,1410,0.0165,0.009219858156028368,12.738818626544614,-0.8058047061452172,0.9924261993098974,7,1410,0.019,0.004964539007092199,13.652472303579303,-1.449554304886713,0.9999987053466193,28,1410,0.0188,0.019858156028368795,13.581811366677126,0.10985279943296873,0.4110964310618291,23,1410,0.0205,0.016312056737588652,14.170303454760594,-0.4167165522497108,0.8888396092611694,73.8877299908699,96.07381311278519
CP000390,2135,2135,0.0394,1.0,19.454469923387787,105.41952610769776,0.0,52,2135,0.039,0.024355971896955503,19.359493795035032,-1.6149699124890484,0.9999257574166612,47,2135,0.0402,0.022014051522248244,19.642800207709694,-1.9766530020888065,0.9999987900816957,48,2135,0.0364,0.022482435597189696,18.728331479338998,-1.5865802051175961,0.9999063787869975,48,2135,0.0336,0.022482435597189696,18.01972252838539,-1.3172233902386727,0.9989538502853021,53,2135,0.0359,0.024824355971896955,18.604082885216354,-1.2710381987596164,0.9984350100813513,55,2135,0.0353,0.02576112412177986,18.45370152571023,-1.1035997288471473,0.9946391414725836,61.06678699297397,72.55384668026387
CP003390,1436,1436,0.0686,1.0,25.27727042225881,52.912770155049046,0.0,65,1436,0.0707,0.04526462395543175,25.63230578781394,-1.4249673947540347,0.9999746053055167,92,1436,0.0735,0.06406685236768803,26.095545596902166,-0.5190924232528042,0.9245533706478054,94,1436,0.0656,0.06545961002785515,24.758158251372414,-0.008142770474004789,0.5236797965495293,91,1436,0.0657,0.06337047353760446,24.775695752087366,-0.1350194171527214,0.6541785433267933,106,1436,0.0672,0.07381615598885793,25.03680490797498,0.379473340744598,0.17093372919925007,82,1436,0.0696,0.057103064066852366,25.44716880126353,-0.7052100821176203,0.974800240076394,44.7485983480126,41.461263474348534
CP009761,727,727,0.1078,1.0,31.01276511373986,20.91491673254998,0.0,60,727,0.1037,0.08253094910591471,30.48709727081278,-0.504800436174477,0.9762831468784889,78,727,0.1027,0.10729023383768914,30.356664836572545,0.1099297310151014,0.3591299586501039,72,727,0.1038,0.09903713892709766,30.500091803140528,-0.11352752714152398,0.6806059111699432,70,727,0.1059,0.09628610729023383,30.77095871109641,-0.22713949427515132,0.8159261978376997,65,727,0.107,0.08940852819807428,30.91132478558627,-0.4137318632801989,0.9475239343906157,58,727,0.105,0.07977991746905089,30.655342111938662,-0.5981013010081354,0.9907345916893903,28.613425002566057,17.410806851371895
CP003255,2266,2266,0.0374,1.0,18.973992726888035,114.96007358055691,0.0,48,2266,0.0393,0.02118270079435128,19.430777133197736,-2.112823368750345,0.9999995198452096,57,2266,0.0407,0.025154457193292144,19.759430659814065,-1.7827537952113992,0.9999759512702504,67,2266,0.038,0.029567519858781994,19.119623427254,-0.9993920681911848,0.986920138904127,63,2266,0.0417,0.027802294792586054,19.990275135675347,-1.5753760159007473,0.9998133648165624,60,2266,0.0358,0.0264783759929391,18.579117309495626,-1.1369108471694895,0.9945326939150342,54,2266,0.0363,0.02383053839364519,18.70355848495147,-1.510717868085588,0.9996931272653221,60.569620689515816,78.05709970281215
FP929032,1646,1646,0.0481,1.0,21.397754555092924,73.2239168350997,0.0,37,1646,0.0493,0.022478736330498177,21.649367196294676,-2.039218957289244,0.9999999923385997,59,1646,0.0462,0.035844471445929525,20.99179839842218,-0.8119933164602597,0.9832194899693959,52,1646,0.0502,0.031591737545565005,21.83574134303665,-1.4027094165853708,0.9999104919417551,61,1646,0.0496,0.037059538274605106,21.711711125565394,-0.9507127227616183,0.9936641314914814,68,1646,0.0498,0.041312272174969626,21.753151495817797,-0.6422425735731205,0.952691121996289,66,1646,0.0497,0.040097205346294046,21.732443488940678,-0.7273089198664452,0.9709799920144963,55.819374238205285,74.21941920187335
AP012050,1604,1604,0.0955,1.0,29.390432116591956,49.363615827239265,0.0,167,1604,0.0919,0.1041147132169576,28.888473479919288,0.6782082138614525,0.05141265587767056,157,1604,0.0935,0.09788029925187032,29.113184298527017,0.2413339581117374,0.2851350488649335,145,1604,0.0888,0.09039900249376559,28.44548470320026,0.09016545250541778,0.42353536642003126,133,1604,0.0896,0.08291770573566085,28.56078430295639,-0.3752838117575965,0.8365775938965903,131,1604,0.0943,0.0816708229426434,29.224563298704737,-0.6931566365235576,0.9640856670328095,128,1604,0.0966,0.0798004987531172,29.54123220178874,-0.9121623572075774,0.9912100936548142,35.71827205908107,26.499942957190925
FP565814,2254,2254,0.0282,1.0,16.554383105389338,132.31765787073607,0.0,17,2254,0.0288,0.0075421472937000885,16.72440133457697,-2.8649874540464064,0.9999999999997669,25,2254,0.0255,0.011091393078970719,15.763803475050048,-2.0602261409438745,0.9999996134677087,24,2254,0.0272,0.01064773735581189,16.26657923473771,-2.293586098319066,0.9999999866385818,31,2254,0.0297,0.013753327417923691,16.975838712711663,-2.117350465463892,0.9999997565507948,37,2254,0.0309,0.016415261756876662,17.3046785581241,-1.8866920810079033,0.9999948135091394,34,2254,0.0285,0.015084294587400177,16.639636414297037,-1.8172873040674242,0.9999895041707604,66.11764172814244,82.8042930616612
CP002701,352,352,0.1113,1.0,31.450327502269353,9.946554609882131,0.0,19,352,0.1094,0.05397727272727273,31.214041712024414,-0.6250007666416596,0.9999061498525651,32,352,0.1074,0.09090909090909091,30.96211233104098,-0.18748074866262965,0.8622568036184048,38,352,0.1105,0.10795454545454546,31.351196149429448,-0.028579451824721106,0.5856122575644682,38,352,0.1065,0.10795454545454546,30.84764982944406,0.016597698781944056,0.49010179204652604,30,352,0.1084,0.08522727272727272,31.08849304807166,-0.2623736051595445,0.9351595498726927,26,352,0.1053,0.07386363636363637,30.69395868896679,-0.36051394061391073,0.9817350435650171,25.439887368942856,12.037159717083258
CP003591,2585,2585,0.0468,1.0,21.121022702511354,116.66205915810224,0.0,41,2585,0.0496,0.01586073500967118,21.711711125565394,-4.017002598072694,0.9999999999999999,70,2585,0.0427,0.027079303675048357,20.217989514291475,-1.9972064962966265,0.9999889139485294,88,2585,0.0453,0.03404255319148936,20.796131851861297,-1.3993227301737579,0.9981972647470188,89,2585,0.049,0.03442940038684719,21.58680152315298,-1.7448161535001983,0.9998708144406374,103,2585,0.0472,0.039845261121856865,21.20664046943787,-0.896511638767079,0.9674415524207715,75,2585,0.0456,0.029013539651837523,20.861601089082306,-2.055259316718442,0.9999934940949241,58.463087074841845,69.82877648505972
CP003280,1930,1930,0.0818,1.0,27.405977450184114,64.66202503527546,0.0,129,1930,0.0843,0.06683937823834196,27.783720053297397,-1.2129045331350645,0.9980626825655063,126,1930,0.0784,0.06528497409326425,26.88,-0.9416666666666661,0.9872885422377164,102,1930,0.082,0.05284974093264249,27.436472076416823,-2.0505551822881274,0.9999997170014437,139,1930,0.0875,0.07202072538860103,28.256636388643287,-1.057273752937103,0.9939188668513516,113,1930,0.0866,0.05854922279792746,28.124800443736486,-1.924920324618935,0.999998462987743,149,1930,0.0812,0.0772020725388601,27.31420143441869,-0.2824904113900628,0.751272655459221,36.191254451211144,30.75728572378676
CP003592,2769,2769,0.0869,1.0,28.168846266753633,89.75780818485708,0.0,123,2769,0.0805,0.044420368364030335,27.206570897487246,-3.6720724701556207,0.9999999999999861,242,2769,0.0791,0.08739617190321415,26.989477579234467,0.8511502281790949,0.05840782316925574,238,2769,0.0848,0.08595160707836765,27.858384734223197,0.11446464073283619,0.4236651540572928,245,2769,0.0765,0.08847959552184904,26.579644467148164,1.2480039016699125,0.01089510947048943,232,2769,0.0799,0.08378475984109787,27.11383226325633,0.39673108159547615,0.23464066905230918,219,2769,0.0803,0.0790899241603467,27.175707902463184,-0.12329761609250607,0.6026327430672835,46.314761799639506,49.010557632252976
CP002452,924,924,0.0617,1.0,24.060987095295985,36.032985536553475,0.0,41,924,0.0613,0.044372294372294376,23.98797823910969,-0.65204327951652,0.9894090253005857,44,924,0.06,0.047619047619047616,23.748684174075834,-0.48171089885004875,0.9548708566118711,44,924,0.0612,0.047619047619047616,23.969680848939145,-0.5235280385702502,0.9672202095639926,39,924,0.0633,0.04220779220779221,24.350176590735437,-0.8003720189616651,0.9978047348264663,57,924,0.0601,0.06168831168831169,23.767202191255073,0.061748959267068776,0.4388664248666934,51,924,0.0617,0.05519480519480519,24.060987095295985,-0.2498151873900107,0.8122879731879538,53.911915803900946,68.33222814869386
CP000414,1113,1113,0.0895,1.0,28.546409581591867,35.499613256214246,0.0,110,1113,0.0864,0.09883198562443846,28.09538040319084,0.49249377660779164,0.07940498688983981,76,1113,0.0918,0.06828391734052111,28.874341550934112,-0.9064587656078782,0.997989845330698,77,1113,0.0897,0.06918238993710692,28.57514829357846,-0.7991594572103002,0.9942754740024803,88,1113,0.0875,0.07906558849955077,28.256636388643287,-0.33222284035806005,0.8533080955328544,99,1113,0.0839,0.0889487870619946,27.72377860249212,0.2026888210503481,0.28642652539558267,80,1113,0.0872,0.07187780772686433,28.212791425167417,-0.6044634060842069,0.9716094633773654,37.71033695121066,30.33467860372307
CP000386,1098,1098,0.0328,1.0,17.81127732645809,59.62433690381396,0.0,13,1098,0.0336,0.011839708561020037,18.01972252838539,-1.325924967066674,0.9999986322668277,14,1098,0.0346,0.012750455373406194,18.276443855411262,-1.3126623641774184,0.9999980639535965,11,1098,0.034,0.010018214936247723,18.122913673027305,-1.4529672477108602,0.9999999159310352,13,1098,0.0346,0.011839708561020037,18.276443855411262,-1.3673776035265615,0.9999993761070806,10,1098,0.035,0.009107468123861567,18.37797594948911,-1.5469603441716515,0.9999999911582375,17,1098,0.0352,0.015482695810564663,18.428499667634366,-1.1747890707577673,0.9999747950774488,70.47658403570273,91.23163201373471
CP004856,1934,1934,0.0714,1.0,25.749182511295384,69.74638512163203,0.0,95,1934,0.0653,0.04912099276111686,24.70544676786882,-1.2665304252135652,0.9988184411212604,82,1934,0.0686,0.04239917269906929,25.27727042225881,-2.004662653582191,0.9999995701010597,91,1934,0.0656,0.04705274043433299,24.758158251372414,-1.448831517910328,0.9997641018761043,92,1934,0.0651,0.047569803516028956,24.6702229418382,-1.3742640299574784,0.9995329947594294,103,1934,0.0763,0.05325749741468459,26.547751317201993,-1.6786431162297348,0.9999750030043274,93,1934,0.0708,0.048086866597724924,25.649046765913155,-1.7126250500029492,0.9999837498134417,42.84843123226726,42.67804120268466
CP003646,3344,3344,0.0811,1.0,27.29886261366946,112.56152475969253,0.0,210,3344,0.0791,0.06279904306220095,26.989477579234467,-2.0196908161697786,0.9998627207112115,247,3344,0.079,0.07386363636363637,26.973876250921002,-0.6367642470152404,0.8720163106991047,185,3344,0.0796,0.05532296650717703,27.0672939171983,-2.9992802475321523,0.9999999800853455,212,3344,0.0811,0.06339712918660287,27.29886261366946,-2.168529906823201,0.9999543308370941,232,3344,0.0769,0.06937799043062201,26.643271195557052,-0.944088277125465,0.9537376035273601,216,3344,0.0758,0.0645933014354067,26.467784191352326,-1.4158797626982351,0.9943363838645289,43.269437542253925,37.02533418563716
CP003382,2322,2322,0.0325,1.0,17.732385626305334,126.6910751516338,0.0,24,2322,0.0346,0.0103359173126615,18.276443855411262,-3.0827222432179324,0.9999999999999784,39,2322,0.0312,0.016795865633074936,17.38578729882544,-1.9237782807948873,0.9999950752158782,53,2322,0.0329,0.022825150732127476,17.837485809384685,-1.3114964883499454,0.9982659459648208,54,2322,0.032,0.023255813953488372,17.6,-1.1536363636363636,0.9947619957860013,55,2322,0.0342,0.023686477174849268,18.174256518493404,-1.3432406423425858,0.9986152197088954,47,2322,0.0325,0.020241171403962102,17.732385626305334,-1.6052549611696485,0.9998543694052068,63.9743688494036,77.97172687636252
AP010946,1801,1801,0.0242,1.0,15.366964566888283,114.36323630151156,0.0,21,1801,0.0241,0.011660188784008884,15.335967527352162,-1.4608859832313552,0.9999499517014305,29,1801,0.0268,0.016102165463631316,16.149848296501116,-1.19300191842509,0.9990107675244787,23,1801,0.0248,0.012770682953914493,15.551514395710791,-1.393099054454484,0.9998841183557218,30,1801,0.0259,0.01665741254858412,15.88369919130931,-1.047986353777571,0.9965285363875291,37,1801,0.0275,0.020544142143253747,16.35351644142629,-0.7660431959615533,0.9740215287537017,33,1801,0.0215,0.018323153803442533,14.504395885385918,-0.39446661861765414,0.8443203083644387,67.76023397993896,87.04108079465419
CP002528,1725,1725,0.087,1.0,28.183505814571756,55.88108911509917,0.0,147,1725,0.0854,0.08521739130434783,27.947600970387423,-0.011271092654205412,0.5232619591410912,120,1725,0.085,0.06956521739130435,27.888169534768682,-0.9547059001777127,0.991817878761819,118,1725,0.094,0.06840579710144927,29.18287168871494,-1.5128737319251853,0.9999396704376662,117,1725,0.0916,0.06782608695652174,28.846046522877273,-1.4216852894373484,0.9998452555400289,111,1725,0.0867,0.06434782608695652,28.139493598854973,-1.3702272169378682,0.9997477758218533,122,1725,0.0833,0.07072463768115941,27.633514072589463,-0.7850069282906533,0.9755608818981611,37.28913304540747,29.071976736729933
HE956757,2036,2036,0.0311,1.0,17.35879892158441,113.64152605898988,0.0,32,2036,0.032,0.015717092337917484,17.6,-1.8836363636363636,0.9999985513919916,44,2036,0.0321,0.021611001964636542,17.626568015356817,-1.2115574615202647,0.9981382669511486,33,2036,0.0329,0.016208251473477406,17.837485809384685,-1.905223660058643,0.9999988659828177,39,2036,0.0311,0.019155206286836934,17.35879892158441,-1.4009955475525637,0.99965053067308,40,2036,0.0326,0.019646365422396856,17.758727431885426,-1.4851064132358238,0.9998407151560477,42,2036,0.0327,0.0206286836935167,17.78502459936449,-1.3819041892625898,0.9995683904970092,63.35480266833164,76.84116907436655
CP003315,339,339,0.109,1.0,31.163921447725414,9.69226547777882,0.0,24,339,0.1076,0.07079646017699115,30.98745552639003,-0.40262744352709595,0.9915966985493757,31,339,0.1147,0.09144542772861357,31.865955187315507,-0.24738941461695169,0.9271944330785487,38,339,0.1101,0.11209439528023599,31.30143606929241,0.021599647968333035,0.4788097803466078,26,339,0.108,0.07669616519174041,31.03804117530615,-0.3419030195901313,0.9783080458346675,29,339,0.1112,0.0855457227138643,31.43796431068653,-0.27663368766672153,0.9482926019134389,34,339,0.1112,0.10029498525073746,31.43796431068653,-0.11759031098407868,0.7625021276637122,25.223651385964548,14.74953878545134
FP475956,1767,1767,0.0337,1.0,18.045583947326282,94.61883333805798,0.0,13,1767,0.0325,0.007357102433503113,17.732385626305334,-2.5054440466314616,0.9999999999997877,35,1767,0.0285,0.019807583474816072,16.639636414297037,-0.9230670441093821,0.9912850311863899,27,1767,0.029,0.015280135823429542,16.78064361101802,-1.444700248808232,0.9999369759579114,46,1767,0.036,0.02603282399547255,18.629009635512027,-0.9454072086809525,0.9920825044766155,33,1767,0.0319,0.01867572156196944,17.57338612789237,-1.329698205567313,0.9997494891729998,34,1767,0.032,0.019241652518392757,17.6,-1.280909090909091,0.9995842681769685,63.668369718662085,77.31274925107616
CP001737,2769,2769,0.0189,1.0,13.617191340360904,199.50266043100183,0.0,17,2769,0.02,0.0061394005055976884,14.0,-2.7414285714285715,0.9999999996524456,32,2769,0.0177,0.01155651859877212,13.185867434492128,-1.2901161098814895,0.9962536192705973,35,2769,0.0196,0.012639942217407007,13.862121049824951,-1.3902922886568911,0.9980073242833736,34,2769,0.0205,0.012278801011195377,14.170303454760594,-1.6064934722588557,0.9995990813160313,46,2769,0.0196,0.016612495485734922,13.862121049824951,-0.5967629318966639,0.8876361292890256,47,2769,0.0203,0.016973636691946552,14.10245014173069,-0.6531276414688061,0.907597945420615,70.91646318382362,90.53150839697254
AP012273,1285,1285,0.0434,1.0,20.37558342722976,60.32862835020792,0.0,39,1285,0.0468,0.030350194552529183,21.121022702511354,-1.0008038103896661,0.9987791953133234,43,1285,0.0419,0.03346303501945525,20.036064982925165,-0.5410992632155653,0.9468680820920667,30,1285,0.0489,0.023346303501945526,21.5658966889856,-1.5226123204406643,0.9999990775710403,38,1285,0.0423,0.029571984435797664,20.12727254249815,-0.8126038918321316,0.9928033486337499,44,1285,0.0452,0.034241245136186774,20.77425329584676,-0.6778582988980548,0.9785324760027125,54,1285,0.0455,0.04202334630350195,20.839805661281968,-0.21437340024240809,0.7433164072899665,56.27233867427217,64.736231939811
CP002991,1216,1216,0.0866,1.0,28.124800443736486,39.49163665078934,0.0,83,1216,0.0898,0.06825657894736842,28.589501569632166,-0.9163083846073872,0.9972288686193775,119,1216,0.0883,0.09786184210526316,28.37306997841439,0.4097970367269288,0.13105080939344732,79,1216,0.0908,0.0649671052631579,28.732448555596513,-1.0932865655085777,0.9995645805225789,100,1216,0.0829,0.08223684210526316,27.57310102255457,-0.029245894371487918,0.5484008414805105,89,1216,0.0894,0.07319078947368421,28.53202411326613,-0.6908167440821532,0.9811817615920213,92,1216,0.0904,0.0756578947368421,28.67539712017952,-0.6251491452714626,0.969851721282752,34.341571587788536,26.148057608477504
CP003742,2647,2647,0.043,1.0,20.285709255532574,124.87505209161566,0.0,60,2647,0.0414,0.022667170381564034,19.921355375576233,-2.489077628763786,0.9999999480682455,79,2647,0.0437,0.029845107669059314,20.44267839594411,-1.79398703485333,0.9999041195693497,83,2647,0.0428,0.03135625236116358,20.240592876692126,-1.4965767151456324,0.9989879464158474,78,2647,0.0479,0.029467321496033247,21.355465342623653,-2.2847219302974775,0.9999992292896794,86,2647,0.0452,0.032489610880241784,20.77425329584676,-1.6195239136092687,0.9995887461907322,94,2647,0.046,0.03551190026445032,20.948508300115307,-1.325249492816975,0.9966856927860326,55.25670834199473,61.61040805656562
AP010968,5096,5096,0.0134,1.0,11.498017220373258,437.26787876882184,0.0,12,5096,0.0145,0.002354788069073783,11.95397423453807,-5.177524962466315,0.9999999999999999,37,5096,0.0186,0.007260596546310832,13.510751274448063,-4.277008644906804,0.9999999999969829,49,5096,0.0159,0.009615384615384616,12.508872850900676,-2.5602946309981887,0.9999548044477289,43,5096,0.0149,0.008437990580847723,12.115275481803952,-2.718089246047974,0.999986252696369,54,5096,0.0148,0.010596546310832025,12.075164595151488,-1.7739551151626574,0.9961175894686215,54,5096,0.0135,0.010596546310832025,11.540255629751016,-1.282120645738176,0.972012776749023,74.19750348332366,95.43552890821465
CP009706,2674,2674,0.07,1.0,25.51470164434615,97.46616028140228,0.0,156,2674,0.0647,0.05833956619296934,24.599575199584237,-0.6913859228059933,0.9173212720859661,139,2674,0.0675,0.051982049364248314,25.088593025516598,-1.6539389019462793,0.9996032001896094,126,2674,0.0647,0.04712041884816754,24.599575199584237,-1.9109191772057292,0.9999526355013806,154,2674,0.0653,0.05759162303664921,24.70544676786882,-0.8343180430482084,0.952897685323256,164,2674,0.0672,0.061331338818249814,25.03680490797498,-0.6267892431833962,0.8957150486500842,124,2674,0.0683,0.04637247569184742,25.22600047569967,-2.32435577952528,0.9999991512114176,48.99027546930956,51.35022858506081
CP005384,1368,1368,0.0827,1.0,27.542823021614907,45.56055851701231,0.0,105,1368,0.0857,0.07675438596491228,27.992054229727408,-0.4371812050508153,0.8921095945305206,105,1368,0.085,0.07675438596491228,27.888169534768682,-0.4044725841879668,0.874231624765514,106,1368,0.0827,0.07748538011695906,27.542823021614907,-0.2590003208604192,0.7713722518776592,108,1368,0.0799,0.07894736842105263,27.11383226325633,-0.04806402825490857,0.5660146144544008,99,1368,0.0828,0.07236842105263158,27.557967994756073,-0.517832084089635,0.9286008376602018,97,1368,0.0808,0.07090643274853801,27.252772336039502,-0.49662470419942867,0.9202144835667545,40.05979163261268,33.29125144265007
CP003946,2926,2926,0.0717,1.0,25.799052308175973,105.28316186014352,0.0,121,2926,0.0691,0.041353383458646614,25.362411162978965,-3.2010600048352877,0.999999999920877,159,2926,0.0689,0.054340396445659606,25.32840105494226,-1.6819616803914799,0.9994219253485302,161,2926,0.0662,0.05502392344497608,24.86313737242346,-1.3152483337147134,0.9942695321594692,178,2926,0.0736,0.060833902939166094,26.111882352676147,-1.430521151079394,0.9970004062617329,191,2926,0.0712,0.06527682843472317,25.71586280878011,-0.6739497767923479,0.9012897304381338,144,2926,0.0676,0.04921394395078606,25.105824025512486,-2.1428334694503945,0.9999854328177618,43.86736117207542,40.818778881897735
HG934468,1731,1731,0.0739,1.0,26.160808473745607,61.27788831942306,0.0,138,1731,0.0783,0.07972270363951472,26.86430903634039,0.09167181618811125,0.42552900864522375,96,1731,0.0768,0.05545927209705372,26.62738440027484,-1.3873236456382365,0.999794056375114,93,1731,0.076,0.053726169844020795,26.499811320083015,-1.4549537554925958,0.9998980386468586,109,1731,0.0766,0.06296938186019642,26.59557105985882,-0.8871627515309034,0.9871249272513417,126,1731,0.0773,0.07279029462738301,26.706686428682982,-0.2922975870048793,0.77094873938407,126,1731,0.0753,0.07279029462738301,26.387479985781138,-0.16463489512226726,0.6666920599681421,44.89917684561958,48.977155781453355
CP005996,1148,1148,0.0835,1.0,27.66364943386899,38.03337670668455,0.0,74,1148,0.0789,0.06445993031358885,26.958262184347124,-0.6149209428501393,0.9720723207976198,85,1148,0.0816,0.0740418118466899,27.375434243131195,-0.31695570280048097,0.838760176373509,85,1148,0.0774,0.0740418118466899,26.72250736738602,-0.14426789922809216,0.6804499611028219,76,1148,0.0809,0.06620209059233449,27.268148085266077,-0.6187878966785123,0.9727538629615368,85,1148,0.0809,0.0740418118466899,27.268148085266077,-0.28873247920544187,0.8169443835015775,79,1148,0.078,0.06881533101045297,26.817158686184488,-0.39318110182313964,0.8894719727909669,41.83728920453198,36.562331152446745
FP929050,2195,2195,0.076,1.0,26.499811320083015,76.5356392731345,0.0,157,2195,0.0851,0.07152619589977222,27.903044636741704,-1.067786701698054,0.99104732180143,114,2195,0.0816,0.05193621867881549,27.375434243131195,-2.3784828186364697,0.9999999741003172,111,2195,0.0814,0.05056947608200456,27.34484229246898,-2.4747994256539476,0.9999999933607672,123,2195,0.0799,0.05603644646924829,27.11383226325633,-1.9318737200784455,0.9999938393417797,123,2195,0.0788,0.05603644646924829,26.942635357366214,-1.854532763304429,0.9999860838480674,122,2195,0.0786,0.05558086560364465,26.9113433332489,-1.8775354085566598,0.9999890934939888,41.463507385871054,42.52302952095524
AP012044,2798,2798,0.0555,1.0,22.895359791887962,115.42561567153606,0.0,99,2798,0.053,0.03538241601143674,22.403347964087867,-2.2002961378369568,0.9999956936472965,103,2798,0.0545,0.0368120085775554,22.700165197636778,-2.180204398034614,0.9999946127611619,99,2798,0.0537,0.03538241601143674,22.542473244965826,-2.273601456372836,0.9999979319551714,122,2798,0.0555,0.04360257326661901,22.895359791887962,-1.4539627375410198,0.9980269254072596,96,2798,0.0547,0.034310221586847746,22.73937334228892,-2.5088905987528567,0.999999839867675,94,2798,0.0528,0.03359542530378842,22.36339866835987,-2.4027832619209337,0.9999994909011201,53.32115202687688,62.44762599576779
CP000141,1063,1063,0.0764,1.0,26.563704560922975,36.95970935636272,0.0,61,1063,0.0842,0.05738476011288805,27.768752222597254,-1.0264991300834876,0.9996256023224125,80,1063,0.081,0.07525870178739416,27.283511504203414,-0.22368821546521805,0.7689104567456322,61,1063,0.0783,0.05738476011288805,26.86430903634039,-0.8275999196526773,0.9965479428122713,77,1063,0.077,0.07243650047036689,26.659144772479106,-0.1819638267243969,0.7275746360961062,51,1063,0.0777,0.04797742238946378,26.769891669560415,-1.1802475852349543,0.9999565243094848,62,1063,0.0784,0.05832549388523048,26.88,-0.7938690476190473,0.995168121057774,42.04970185549152,39.535416446941035
AP014648,1838,1838,0.0363,1.0,18.70355848495147,94.7028663783493,0.0,22,1838,0.033,0.011969532100108813,17.863650242881494,-2.163835468924011,0.9999999976221716,43,1838,0.0367,0.023394994559303592,18.80242271623527,-1.3006089890152441,0.9995076831366797,28,1838,0.0349,0.015233949945593036,18.352653759061656,-1.9695353312134902,0.9999999094078673,39,1838,0.0373,0.021218715995647442,18.94959366318972,-1.5597907018669395,0.9999687343284027,60,1838,0.0321,0.03264417845484222,17.626568015356817,0.05674388792694081,0.46543448934262455,38,1838,0.0372,0.020674646354733407,18.925157859315203,-1.6049324515964196,0.9999818910872863,62.84232476604134,77.77875657547061
CP001618,1805,1805,0.017,1.0,12.927103310486846,137.2554204436986,0.0,6,1805,0.0168,0.0033240997229916896,12.8521437900453,-1.8926025414406185,0.9999999856546373,10,1805,0.0163,0.00554016620498615,12.662665596153124,-1.5337607909270057,0.9999904674323062,14,1805,0.0181,0.00775623268698061,13.331312763565336,-1.400499735556932,0.9999274944190003,21,1805,0.0177,0.011634349030470914,13.185867434492128,-0.8303208002349901,0.9844225538215177,16,1805,0.0157,0.00886426592797784,12.431214743539748,-0.99254177926675,0.9956559130402521,8,1805,0.0175,0.00443213296398892,13.112494041943357,-1.7988568707486086,0.9999998724466219,73.1165816375156,93.508394340234
CP000849,907,907,0.0872,1.0,28.212791425167417,29.34518557640693,0.0,99,907,0.0892,0.10915104740904079,28.503220870631445,0.6348615857180187,0.022552268056547746,82,907,0.0892,0.09040793825799338,28.503220870631445,0.038437761296263404,0.4660273677085181,71,907,0.0873,0.0782800441014333,28.22741752268528,-0.2898281429190314,0.8466816442969446,73,907,0.0877,0.0804851157662624,28.285810930570825,-0.23134920954051408,0.7944286373348464,68,907,0.0884,0.07497243660418963,28.387574746709166,-0.4290186854166483,0.9337492335942393,72,907,0.0932,0.07938257993384785,29.07125040310444,-0.4310925683011457,0.9343884381533113,31.628209656110613,21.417195212950954
CP000061,487,487,0.0919,1.0,28.888473479919288,15.308690516562235,0.0,45,487,0.0919,0.09240246406570841,28.888473479919288,0.008470506417381157,0.5074421846298085,43,487,0.0942,0.08829568788501027,29.210676130483524,-0.09843661225627405,0.6943393466375626,32,487,0.0924,0.06570841889117043,28.95897788251512,-0.44886943360830506,0.9860623434933611,48,487,0.0933,0.09856262833675565,29.085238524034835,0.08811686374454629,0.3668383377971325,35,487,0.0952,0.07186858316221766,29.34909879365975,-0.38714647014833065,0.9705055529590824,37,487,0.0942,0.07597535934291581,29.210676130483524,-0.30384096418562057,0.9307195312822946,26.88626305428061,19.371994276312602
