Accession,0_TAA,0_TGA,0_TAG,1_TAA,1_TGA,1_TAG,2_TAA,2_TGA,2_TAG,GC,GC3
CP000544,0.2159090909090909,0.5113636363636364,0.2727272727272727,0.16666666666666666,0.5777777777777777,0.25555555555555554,0.175,0.4875,0.3375,67.98172974539025,84.64422625602133
CP000554,0.3774703557312253,0.4051383399209486,0.21739130434782608,0.38336713995943206,0.35699797160243407,0.25963488843813387,0.32854209445585214,0.43121149897330596,0.2402464065708419,50.00758571202252,48.793791829298776
CP000555,0.1322314049586777,0.71900826446281,0.1487603305785124,0.1348314606741573,0.6404494382022472,0.2247191011235955,0.07462686567164178,0.7686567164179104,0.15671641791044777,69.19775134482882,88.63460991790933
CP000613,0.10526315789473684,0.7669172932330827,0.12781954887218044,0.0759493670886076,0.7721518987341772,0.1518987341772152,0.10256410256410256,0.8141025641025641,0.08333333333333333,70.46127199295242,89.54181281369318
CP000628,0.2535211267605634,0.5267605633802817,0.21971830985915494,0.23423423423423423,0.5075075075075075,0.25825825825825827,0.2113095238095238,0.5446428571428571,0.24404761904761904,60.33744223033959,74.44371632426507
CP000655,0.4556213017751479,0.2455621301775148,0.2988165680473373,0.4954682779456193,0.1782477341389728,0.32628398791540786,0.4076655052264808,0.2578397212543554,0.3344947735191638,44.83410434871196,40.6625825389489
CP000679,0.5731292517006803,0.22448979591836735,0.20238095238095238,0.5456389452332657,0.2738336713995943,0.18052738336713997,0.5469314079422383,0.27978339350180503,0.17328519855595667,35.25407580106219,30.74653621379769
CP000685,0.6465809072444143,0.18280297901150983,0.17061611374407584,0.6510816468946267,0.15073272854152128,0.19818562456385205,0.659037095501184,0.16732438831886345,0.17363851617995266,34.11285327951776,27.034000666860624
CP000686,0.16666666666666666,0.6271929824561403,0.20614035087719298,0.15404699738903394,0.6840731070496083,0.1618798955613577,0.16121495327102803,0.6378504672897196,0.20093457943925233,60.38734500391099,69.01942839263505
CP000724,0.49841068022886204,0.2733630006357279,0.22822631913541006,0.49437299035369775,0.26688102893890675,0.2387459807073955,0.5147645650438947,0.2561851556264964,0.22905027932960895,36.82202449465125,30.896708831942302
CP000733,0.48725212464589235,0.26912181303116145,0.24362606232294617,0.4945054945054945,0.2783882783882784,0.2271062271062271,0.45454545454545453,0.29292929292929293,0.25252525252525254,42.43578946783289,40.41325594154757
CP000747,0.1346153846153846,0.6089743589743589,0.2564102564102564,0.21100917431192662,0.5504587155963303,0.23853211009174313,0.09090909090909091,0.6298701298701299,0.2792207792207792,71.34637304176034,93.5555385658818
CP000749,0.5286624203821656,0.2383985441310282,0.2329390354868062,0.5004484304932736,0.2430493273542601,0.25650224215246636,0.5035246727089627,0.2457200402819738,0.25075528700906347,42.59406816481398,38.17101726266472
CP000750,0.0,0.9066666666666666,0.09333333333333334,0.11842105263157894,0.7631578947368421,0.11842105263157894,0.013245033112582781,0.8874172185430463,0.09933774834437085,74.43503011751491,94.07252668025595
CP000758,0.36857142857142855,0.4514285714285714,0.18,0.2803738317757009,0.5171339563862928,0.20249221183800623,0.3069620253164557,0.5253164556962026,0.16772151898734178,56.050901587193835,64.0543638555241
CP000769,0.05454545454545454,0.8272727272727273,0.11818181818181818,0.034482758620689655,0.6091954022988506,0.3563218390804598,0.06015037593984962,0.7819548872180451,0.15789473684210525,73.53140115839552,94.22784852281781
CP000774,0.3333333333333333,0.5392156862745098,0.12745098039215685,0.2983425414364641,0.4972375690607735,0.20441988950276244,0.22119815668202766,0.6129032258064516,0.16589861751152074,62.32809544427542,76.73750460300515
CP000781,0.18604651162790697,0.6744186046511628,0.13953488372093023,0.14285714285714285,0.680952380952381,0.1761904761904762,0.16772151898734178,0.6993670886075949,0.13291139240506328,67.46469253526226,86.0886474535049
CP000792,0.6253369272237197,0.11590296495956873,0.2587601078167116,0.6415094339622641,0.14150943396226415,0.2169811320754717,0.6240601503759399,0.15037593984962405,0.22556390977443608,39.428959063005145,38.71452976076315
CP000812,0.43283582089552236,0.373134328358209,0.19402985074626866,0.4857142857142857,0.37142857142857144,0.14285714285714285,0.47619047619047616,0.3673469387755102,0.1564625850340136,38.69703307479551,34.41281828389921
CP000820,0.11014492753623188,0.6898550724637681,0.2,0.1111111111111111,0.6388888888888888,0.25,0.08018867924528301,0.7665094339622641,0.15330188679245282,71.15359736683484,87.63143146480357
CP000828,0.3500784929356358,0.3751962323390895,0.27472527472527475,0.34987384356602186,0.3725820016820858,0.27754415475189237,0.35571054925893636,0.37053182214472535,0.2737576285963383,47.253850255638156,46.06813062425631
CP000830,0.2032520325203252,0.5447154471544715,0.25203252032520324,0.23423423423423423,0.6306306306306306,0.13513513513513514,0.1744186046511628,0.7267441860465116,0.09883720930232558,66.01545182795789,83.77073528789407
CP000849,0.5505376344086022,0.2537634408602151,0.1956989247311828,0.5393939393939394,0.2,0.2606060606060606,0.6146788990825688,0.19571865443425077,0.18960244648318042,31.628209656110613,21.417195212950954
CP000850,0.08490566037735849,0.7122641509433962,0.2028301886792453,0.13440860215053763,0.6397849462365591,0.22580645161290322,0.07317073170731707,0.7235772357723578,0.2032520325203252,69.51852813884236,85.4082585064443
CP000859,0.42408376963350786,0.418848167539267,0.15706806282722513,0.42686567164179107,0.4626865671641791,0.11044776119402985,0.4525993883792049,0.43425076452599387,0.11314984709480122,56.168615578397166,68.50587537173752
CP000875,0.3421658986175115,0.3617511520737327,0.2960829493087558,0.393,0.31,0.297,0.34647550776583036,0.32855436081242534,0.3249701314217443,50.715668122094606,51.040165935922595
CP000879,0.5739348370927319,0.21303258145363407,0.21303258145363407,0.6147058823529412,0.22647058823529412,0.1588235294117647,0.6572327044025157,0.19811320754716982,0.14465408805031446,34.12319063694373,28.420729345366375
CP000884,0.14193548387096774,0.6967741935483871,0.16129032258064516,0.16117216117216118,0.6813186813186813,0.1575091575091575,0.13348946135831383,0.7259953161592506,0.1405152224824356,66.47625701254553,84.07911259983818
CP000910,0.2656716417910448,0.408955223880597,0.3253731343283582,0.2670807453416149,0.38198757763975155,0.35093167701863354,0.19402985074626866,0.44776119402985076,0.3582089552238806,56.271325568496955,60.47196550385885
CP000922,0.39660056657223797,0.37677053824362605,0.22662889518413598,0.41132075471698115,0.3584905660377358,0.23018867924528302,0.42248062015503873,0.3643410852713178,0.2131782945736434,41.77675142074495,37.701730356453794
CP000927,0.18770226537216828,0.5954692556634305,0.2168284789644013,0.1978798586572438,0.4840989399293286,0.31802120141342755,0.17313432835820897,0.5492537313432836,0.27761194029850744,67.46329596602476,87.70094842619467
CP000930,0.3589108910891089,0.42574257425742573,0.21534653465346534,0.3126760563380282,0.43661971830985913,0.2507042253521127,0.3221476510067114,0.4798657718120805,0.19798657718120805,56.97519060078877,68.22634506617258
CP000934,0.4762684124386252,0.309328968903437,0.2144026186579378,0.46215139442231074,0.33067729083665337,0.20717131474103587,0.4411134903640257,0.38329764453961457,0.17558886509635974,51.99123885929493,56.896757627340584
CP000961,0.5252719129878439,0.23928342930262317,0.23544465770953296,0.4948944860449285,0.24166099387338325,0.2634445200816882,0.48520710059171596,0.253698224852071,0.261094674556213,43.70099216514868,41.29000850485296
CP000975,0.4090909090909091,0.33766233766233766,0.2532467532467532,0.49242424242424243,0.3181818181818182,0.1893939393939394,0.4631578947368421,0.3368421052631579,0.2,45.482774375914076,46.05430458183938
CP000976,0.6293706293706294,0.1888111888111888,0.18181818181818182,0.6216216216216216,0.21621621621621623,0.16216216216216217,0.6991869918699187,0.2032520325203252,0.0975609756097561,27.586044045449377,17.395862127615185
CP001013,0.10526315789473684,0.8223684210526315,0.07236842105263158,0.14728682170542637,0.751937984496124,0.10077519379844961,0.057971014492753624,0.8454106280193237,0.0966183574879227,68.89968087769532,89.23154843592413
CP001016,0.27973568281938327,0.5022026431718062,0.21806167400881057,0.24937655860349128,0.5586034912718204,0.19201995012468828,0.3308457711442786,0.4975124378109453,0.17164179104477612,57.059896843113435,65.78150895109407
CP001032,0.11182108626198083,0.5878594249201278,0.3003194888178914,0.13978494623655913,0.5591397849462365,0.3010752688172043,0.15868263473053892,0.5508982035928144,0.2904191616766467,65.3411396022395,81.9671041519464
CP001034,0.5741869918699187,0.22357723577235772,0.20223577235772358,0.5674698795180723,0.2469879518072289,0.1855421686746988,0.5497206703910614,0.2335195530726257,0.21675977653631284,36.322296518432616,27.99392375840899
CP001037,0.45690900337024554,0.23495426095329802,0.30813673567645644,0.4579142403388036,0.235574377977766,0.3065113816834304,0.4487832484436899,0.24731182795698925,0.30390492359932086,41.41495802568809,35.616191944563184
CP001055,0.8034682080924855,0.0838150289017341,0.11271676300578035,0.8421052631578947,0.07236842105263158,0.08552631578947369,0.8078175895765473,0.0781758957654723,0.11400651465798045,39.9521283650997,37.74397246495816
CP001071,0.36585365853658536,0.4926829268292683,0.14146341463414633,0.424390243902439,0.45365853658536587,0.12195121951219512,0.4358974358974359,0.4358974358974359,0.1282051282051282,55.76235444438689,66.1332859446021
CP001080,0.5660919540229885,0.25862068965517243,0.1752873563218391,0.550314465408805,0.27672955974842767,0.17295597484276728,0.5636363636363636,0.2696969696969697,0.16666666666666666,32.027444977867134,22.790509467385593
CP001087,0.4592391304347826,0.38179347826086957,0.15896739130434784,0.41435562805872755,0.42414355628058725,0.16150081566068517,0.4444444444444444,0.4270833333333333,0.1284722222222222,48.84700915518548,52.836817820193346
CP001096,0.22580645161290322,0.5483870967741935,0.22580645161290322,0.20430107526881722,0.5017921146953405,0.2939068100358423,0.18681318681318682,0.6043956043956044,0.2087912087912088,64.85980862601781,82.90742026528429
CP001098,0.6790830945558739,0.17048710601719197,0.1504297994269341,0.7081339712918661,0.14992025518341306,0.1419457735247209,0.6846689895470384,0.18118466898954705,0.13414634146341464,37.88319203024189,33.786409287968056
CP001099,0.30434782608695654,0.5083612040133779,0.18729096989966554,0.30357142857142855,0.5071428571428571,0.18928571428571428,0.2706766917293233,0.5601503759398496,0.16917293233082706,55.79611479572558,69.02420994637633
CP001100,0.4223968565815324,0.4066797642436149,0.17092337917485265,0.44835164835164837,0.37142857142857144,0.18021978021978022,0.4199134199134199,0.3939393939393939,0.18614718614718614,45.03891960299454,47.72449961856626
CP001108,0.31636363636363635,0.5309090909090909,0.15272727272727274,0.2579505300353357,0.5865724381625441,0.15547703180212014,0.24110671936758893,0.6047430830039525,0.1541501976284585,50.09512826298299,54.21922235352343
CP001110,0.38,0.4514285714285714,0.16857142857142857,0.3449367088607595,0.5411392405063291,0.11392405063291139,0.35384615384615387,0.5261538461538462,0.12,48.077586989495195,49.49516185782046
CP001130,0.6222222222222222,0.2111111111111111,0.16666666666666666,0.6170212765957447,0.16312056737588654,0.2198581560283688,0.6309523809523809,0.14285714285714285,0.2261904761904762,34.84701003004782,29.13169402717011
CP001145,0.49710982658959535,0.1907514450867052,0.31213872832369943,0.5121951219512195,0.23170731707317074,0.25609756097560976,0.5389221556886228,0.23353293413173654,0.2275449101796407,44.77013317313631,44.262191729947915
CP001146,0.6115384615384616,0.19615384615384615,0.19230769230769232,0.5813953488372093,0.2,0.2186046511627907,0.5850622406639004,0.1908713692946058,0.22406639004149378,33.74098909839709,25.25509057695437
CP001147,0.6132075471698113,0.22641509433962265,0.16037735849056603,0.5681818181818182,0.2897727272727273,0.14204545454545456,0.6036585365853658,0.24390243902439024,0.1524390243902439,34.12890388925458,25.189125038775195
CP001154,0.2511013215859031,0.6211453744493393,0.1277533039647577,0.25263157894736843,0.6526315789473685,0.09473684210526316,0.20869565217391303,0.6304347826086957,0.1608695652173913,62.352314953733114,74.62992883864295
CP001185,0.6726618705035972,0.19784172661870503,0.12949640287769784,0.5924528301886792,0.23773584905660378,0.16981132075471697,0.6068376068376068,0.1794871794871795,0.21367521367521367,30.810792316194576,20.67361429565975
CP001196,0.2356687898089172,0.5509554140127388,0.21337579617834396,0.2585551330798479,0.5437262357414449,0.19771863117870722,0.2532051282051282,0.5416666666666666,0.20512820512820512,62.39947949997183,76.77031524946466
CP001221,0.5558060879368658,0.23900789177001128,0.20518602029312288,0.5749279538904899,0.24063400576368876,0.1844380403458213,0.5509915014164306,0.26062322946175637,0.18838526912181303,35.018341481270625,29.477380176160356
CP001230,0.6066350710900474,0.2132701421800948,0.18009478672985782,0.5269461077844312,0.31137724550898205,0.16167664670658682,0.6335403726708074,0.2546583850931677,0.11180124223602485,37.15639771142485,31.861305464824948
CP001275,0.1375,0.675,0.1875,0.171875,0.640625,0.1875,0.06349206349206349,0.6825396825396826,0.25396825396825395,63.647038501132805,72.9871667891634
CP001279,0.6213592233009708,0.23786407766990292,0.1407766990291262,0.5869565217391305,0.21739130434782608,0.1956521739130435,0.6328502415458938,0.2318840579710145,0.13526570048309178,33.507531417691254,27.10517985178629
CP001280,0.21428571428571427,0.5634920634920635,0.2222222222222222,0.25396825396825395,0.5634920634920635,0.18253968253968253,0.27385892116182575,0.5228215767634855,0.2033195020746888,63.08336217288401,76.45252457351022
CP001281,0.16296296296296298,0.5777777777777777,0.25925925925925924,0.15476190476190477,0.6190476190476191,0.2261904761904762,0.14615384615384616,0.7,0.15384615384615385,68.4042033605177,88.91894428937042
CP001312,0.1259259259259259,0.7851851851851852,0.08888888888888889,0.16666666666666666,0.75,0.08333333333333333,0.14935064935064934,0.7402597402597403,0.11038961038961038,66.56188702841807,83.3079662100825
CP001322,0.4542857142857143,0.3342857142857143,0.21142857142857144,0.43993759750390016,0.374414976599064,0.1856474258970359,0.467687074829932,0.3622448979591837,0.17006802721088435,54.484597610000684,67.75526163417368
CP001349,0.15123456790123457,0.6450617283950617,0.2037037037037037,0.12740384615384615,0.5961538461538461,0.2764423076923077,0.12912087912087913,0.7362637362637363,0.1346153846153846,68.85724725505182,86.3187841485118
CP001364,0.26644182124789206,0.5025295109612141,0.23102866779089376,0.2199630314232902,0.46950092421441775,0.31053604436229204,0.2403846153846154,0.49615384615384617,0.26346153846153847,56.681900568424446,60.57701687395504
CP001397,0.5539070227497527,0.2294757665677547,0.2166172106824926,0.5804347826086956,0.2,0.21956521739130436,0.5618932038834952,0.2366504854368932,0.20145631067961164,35.31529911368425,27.75319641027493
CP001429,0.559322033898305,0.23728813559322035,0.2033898305084746,0.4909090909090909,0.3090909090909091,0.2,0.6363636363636364,0.20454545454545456,0.1590909090909091,28.210940762393367,17.793243841133254
CP001472,0.29457364341085274,0.4728682170542636,0.23255813953488372,0.21568627450980393,0.5294117647058824,0.2549019607843137,0.23983739837398374,0.5691056910569106,0.1910569105691057,60.4970106770533,73.77791604268056
CP001560,0.49355432780847147,0.36095764272559855,0.14548802946593,0.46559633027522934,0.39908256880733944,0.1353211009174312,0.46701846965699206,0.38258575197889183,0.1503957783641161,56.508328874835435,64.81461270368001
CP001607,0.5557553956834532,0.26798561151079137,0.17625899280575538,0.6185344827586207,0.22844827586206898,0.15301724137931033,0.5987124463519313,0.259656652360515,0.14163090128755365,42.230964944326395,40.50556652796647
CP001614,0.42992125984251967,0.2740157480314961,0.29606299212598425,0.4854368932038835,0.2766990291262136,0.23786407766990292,0.3938879456706282,0.3361629881154499,0.2699490662139219,50.89065163357059,54.15317727129128
CP001616,0.5034602076124568,0.33391003460207613,0.16262975778546712,0.4990476190476191,0.3676190476190476,0.13333333333333333,0.4557522123893805,0.41814159292035397,0.1261061946902655,49.02701933458781,49.43651106937553
CP001618,0.02666666666666667,0.8266666666666667,0.14666666666666667,0.06451612903225806,0.6935483870967742,0.24193548387096775,0.017699115044247787,0.7522123893805309,0.23008849557522124,73.1165816375156,93.508394340234
CP001619,0.4432661717921527,0.3722163308589608,0.18451749734888653,0.43595505617977526,0.3752808988764045,0.18876404494382024,0.42242355605889015,0.39071347678369195,0.1868629671574179,51.54499489795186,62.60272180978048
CP001628,0.03508771929824561,0.7543859649122807,0.21052631578947367,0.020833333333333332,0.7083333333333334,0.2708333333333333,0.009345794392523364,0.8785046728971962,0.11214953271028037,72.99524968443846,94.18728425581112
CP001629,0.3320610687022901,0.5114503816793893,0.15648854961832062,0.2572614107883817,0.5767634854771784,0.16597510373443983,0.28125,0.6111111111111112,0.1076388888888889,58.64699871178244,72.65282632279684
CP001630,0.06967213114754098,0.7745901639344263,0.1557377049180328,0.07106598984771574,0.7766497461928934,0.15228426395939088,0.04954954954954955,0.8220720720720721,0.12837837837837837,73.70887317195238,95.64978768000415
CP001631,0.0392156862745098,0.7450980392156863,0.21568627450980393,0.041666666666666664,0.7708333333333334,0.1875,0.09722222222222222,0.6666666666666666,0.2361111111111111,68.28933205508218,81.79973028214049
CP001632,0.6022187004754358,0.17115689381933438,0.2266244057052298,0.5759599332220368,0.18030050083472454,0.24373956594323873,0.5916515426497277,0.18874773139745918,0.21960072595281308,39.587971334806774,37.94599582488661
CP001634,0.4672897196261682,0.32398753894080995,0.2087227414330218,0.456,0.36,0.184,0.42696629213483145,0.3857677902621723,0.18726591760299627,41.54598836032433,40.578560825197755
CP001643,0.058823529411764705,0.8529411764705882,0.08823529411764706,0.09230769230769231,0.7538461538461538,0.15384615384615385,0.022388059701492536,0.8731343283582089,0.1044776119402985,72.04577492840924,93.44528426093845
CP001650,0.5696877380045697,0.22162985529322163,0.2086824067022087,0.596169193934557,0.1923383878691141,0.2114924181963288,0.5675182481751825,0.22445255474452555,0.20802919708029197,36.218453032231466,30.82374537843387
CP001673,0.6476868327402135,0.2277580071174377,0.12455516014234876,0.6056644880174292,0.2570806100217865,0.13725490196078433,0.6093418259023354,0.24416135881104034,0.1464968152866242,42.69275481900595,45.30374804363393
CP001674,0.37468354430379747,0.42025316455696204,0.20506329113924052,0.4328767123287671,0.36712328767123287,0.2,0.41228070175438597,0.4093567251461988,0.1783625730994152,54.86042281266869,62.28717455029545
CP001678,0.4774436090225564,0.3233082706766917,0.19924812030075187,0.4418212478920742,0.31703204047217537,0.2411467116357504,0.445578231292517,0.30272108843537415,0.25170068027210885,45.23012065555781,39.00734386460533
CP001681,0.6222222222222222,0.2,0.17777777777777778,0.6401273885350318,0.19904458598726116,0.160828025477707,0.5741839762611276,0.25370919881305637,0.17210682492581603,42.048886254415436,41.33641860750082
CP001682,0.34710743801652894,0.35537190082644626,0.2975206611570248,0.391304347826087,0.32367149758454106,0.28502415458937197,0.39378238341968913,0.30569948186528495,0.3005181347150259,50.911544290902974,49.39214993163769
CP001683,0.13253012048192772,0.6927710843373494,0.1746987951807229,0.1258741258741259,0.6293706293706294,0.24475524475524477,0.12440191387559808,0.7177033492822966,0.15789473684210525,67.31513626217375,84.17864360783871
CP001684,0.2930232558139535,0.4046511627906977,0.3023255813953488,0.3160621761658031,0.41968911917098445,0.26424870466321243,0.2608695652173913,0.4396135265700483,0.2995169082125604,60.211599355205216,77.75462379883919
CP001685,0.6822244289970208,0.1727904667328699,0.14498510427010924,0.687799043062201,0.15669856459330145,0.15550239234449761,0.6591809775429326,0.18890356671070013,0.15191545574636725,29.645686057405673,21.00358927527143
CP001686,0.07526881720430108,0.7849462365591398,0.13978494623655913,0.07352941176470588,0.7794117647058824,0.14705882352941177,0.023809523809523808,0.8650793650793651,0.1111111111111111,71.62753355087784,91.9132132312207
CP001699,0.5382059800664452,0.2264673311184939,0.2353266888150609,0.5051216389244558,0.26312419974391804,0.23175416133162613,0.5082530949105915,0.2544704264099037,0.23727647867950483,45.227118022356336,47.48751280015063
CP001700,0.10112359550561797,0.6436597110754414,0.2552166934189406,0.1266294227188082,0.6256983240223464,0.24767225325884543,0.10699001426533523,0.6718972895863052,0.2211126961483595,69.7670815078113,90.08950101810333
CP001706,0.16,0.6342857142857142,0.2057142857142857,0.12903225806451613,0.6505376344086021,0.22043010752688172,0.13612565445026178,0.7329842931937173,0.13089005235602094,58.416683456706785,62.88361486086754
CP001707,0.5262295081967213,0.23934426229508196,0.23442622950819672,0.5051903114186851,0.2422145328719723,0.25259515570934254,0.5066666666666667,0.26285714285714284,0.23047619047619047,43.6871005756164,41.506369295549725
CP001708,0.6131578947368421,0.15789473684210525,0.22894736842105262,0.620253164556962,0.13291139240506328,0.2468354430379747,0.632183908045977,0.15229885057471265,0.21551724137931033,36.06876441464908,31.07904651251324
CP001712,0.4868804664723032,0.29737609329446063,0.21574344023323616,0.439873417721519,0.33544303797468356,0.22468354430379747,0.445859872611465,0.3885350318471338,0.16560509554140126,55.29329254078098,68.05023421839718
CP001713,0.518918918918919,0.1945945945945946,0.2864864864864865,0.5300546448087432,0.18579234972677597,0.28415300546448086,0.4777777777777778,0.20555555555555555,0.31666666666666665,40.54987026800535,34.86316746624007
CP001721,0.4790874524714829,0.20152091254752852,0.3193916349809886,0.49818181818181817,0.18181818181818182,0.32,0.4449152542372881,0.2584745762711864,0.2966101694915254,45.686599019953945,41.291892809192
CP001722,0.4732824427480916,0.30788804071246817,0.21882951653944022,0.4956772334293948,0.3314121037463977,0.1729106628242075,0.4774193548387097,0.3,0.22258064516129034,46.82890532673874,45.2324263077635
CP001726,0.20118343195266272,0.46153846153846156,0.33727810650887574,0.25396825396825395,0.5555555555555556,0.19047619047619047,0.26490066225165565,0.46357615894039733,0.271523178807947,64.20459989097697,85.09596244650568
CP001734,0.20202020202020202,0.5454545454545454,0.25252525252525254,0.2132701421800948,0.6255924170616114,0.16113744075829384,0.16842105263157894,0.6368421052631579,0.19473684210526315,57.54005161463308,68.36478032949981
CP001736,0.05339805825242718,0.7378640776699029,0.2087378640776699,0.06334841628959276,0.7601809954751131,0.17647058823529413,0.08561643835616438,0.7773972602739726,0.136986301369863,70.5679064337855,91.3588572632568
CP001737,0.09004739336492891,0.8056872037914692,0.10426540284360189,0.05755395683453238,0.8201438848920863,0.1223021582733813,0.09243697478991597,0.7521008403361344,0.15546218487394958,70.91646318382362,90.53150839697254
CP001738,0.14189189189189189,0.75,0.10810810810810811,0.14583333333333334,0.7222222222222222,0.13194444444444445,0.08080808080808081,0.7878787878787878,0.13131313131313133,71.6420205227295,91.97339791302234
CP001739,0.7067381316998469,0.19678407350689128,0.09647779479326186,0.6683884297520661,0.19731404958677687,0.13429752066115702,0.6471163245356794,0.22189638318670576,0.13098729227761485,33.4515920686913,27.24160062723166
CP001769,0.41381418092909533,0.28422982885085574,0.3019559902200489,0.4110141034251175,0.29751511081262594,0.29147078576225655,0.4035433070866142,0.29133858267716534,0.3051181102362205,50.19282050444146,55.96873572319882
CP001778,0.2,0.5066666666666667,0.29333333333333333,0.2029520295202952,0.5682656826568265,0.22878228782287824,0.19805194805194806,0.6006493506493507,0.2012987012987013,68.13393500923839,88.09381245540217
CP001779,0.6505376344086021,0.18010752688172044,0.1693548387096774,0.6213235294117647,0.21691176470588236,0.16176470588235295,0.5667870036101083,0.21299638989169675,0.22021660649819494,26.314554865997263,12.32694760196901
CP001785,0.4421768707482993,0.3129251700680272,0.24489795918367346,0.35947712418300654,0.2875816993464052,0.35294117647058826,0.4580152671755725,0.31297709923664124,0.22900763358778625,59.448431527349946,72.37828352502143
CP001798,0.4277016742770167,0.2709284627092846,0.3013698630136986,0.38215488215488214,0.2946127946127946,0.32323232323232326,0.41379310344827586,0.289272030651341,0.29693486590038315,51.58400922482495,53.485286955641755
CP001801,0.35714285714285715,0.4642857142857143,0.17857142857142858,0.34798534798534797,0.4358974358974359,0.21611721611721613,0.3269230769230769,0.49230769230769234,0.18076923076923077,54.71364202678709,60.740488868978716
CP001804,0.1519434628975265,0.5441696113074205,0.303886925795053,0.1471861471861472,0.5627705627705628,0.29004329004329005,0.11714285714285715,0.6085714285714285,0.2742857142857143,69.4833879119411,88.43233058581215
CP001807,0.26973684210526316,0.5328947368421053,0.19736842105263158,0.35074626865671643,0.4626865671641791,0.1865671641791045,0.2608695652173913,0.6014492753623188,0.13768115942028986,64.53711118823745,80.28148464275614
CP001810,0.5096446700507614,0.26903553299492383,0.22131979695431472,0.4875491480996068,0.3053735255570118,0.20707732634338138,0.47690014903129657,0.2906110283159464,0.23248882265275708,40.212540550758916,37.81252784449697
CP001814,0.10473815461346633,0.7107231920199502,0.18453865336658354,0.15671641791044777,0.6865671641791045,0.15671641791044777,0.08830022075055188,0.7660044150110376,0.1456953642384106,70.86660360569266,91.04996317509303
CP001818,0.3684210526315789,0.42105263157894735,0.21052631578947367,0.4074074074074074,0.3037037037037037,0.28888888888888886,0.3355263157894737,0.3618421052631579,0.3026315789473684,63.79256619243765,85.21930259367649
CP001819,0.043795620437956206,0.7591240875912408,0.19708029197080293,0.008064516129032258,0.8467741935483871,0.14516129032258066,0.014218009478672985,0.8436018957345972,0.14218009478672985,71.88650620102021,93.07957665490976
CP001820,0.5206611570247934,0.228099173553719,0.2512396694214876,0.5237154150197628,0.21146245059288538,0.2648221343873518,0.5402298850574713,0.18582375478927204,0.2739463601532567,38.629275160847634,30.48109380943077
CP001821,0.039603960396039604,0.8118811881188119,0.1485148514851485,0.047058823529411764,0.8588235294117647,0.09411764705882353,0.043478260869565216,0.8198757763975155,0.13664596273291926,72.48758675378917,93.35958667505398
CP001823,0.10687022900763359,0.6259541984732825,0.26717557251908397,0.16216216216216217,0.6486486486486487,0.1891891891891892,0.1773049645390071,0.5602836879432624,0.2624113475177305,68.10279190363633,86.84567382580762
CP001825,0.4074074074074074,0.2222222222222222,0.37037037037037035,0.37280701754385964,0.25877192982456143,0.3684210526315789,0.4088888888888889,0.26222222222222225,0.3288888888888889,48.072840582412866,49.039950164651025
CP001834,0.55,0.28214285714285714,0.16785714285714284,0.5615577889447236,0.2964824120603015,0.14195979899497488,0.56,0.29333333333333333,0.14666666666666667,34.910266713469305,25.096711119872783
CP001843,0.4910891089108911,0.27722772277227725,0.2316831683168317,0.49873417721518987,0.2810126582278481,0.22025316455696203,0.43548387096774194,0.3064516129032258,0.25806451612903225,50.837527436243604,55.38517961905614
CP001848,0.23857868020304568,0.428087986463621,0.3333333333333333,0.23290203327171904,0.4288354898336414,0.33826247689463956,0.1969111969111969,0.4806949806949807,0.3223938223938224,57.464697308785595,65.2958557927804
CP001851,0.3120567375886525,0.48226950354609927,0.20567375886524822,0.3805309734513274,0.3805309734513274,0.23893805309734514,0.34831460674157305,0.4868913857677903,0.1647940074906367,57.15114056237365,65.42315991203353
CP001854,0.11016949152542373,0.6610169491525424,0.2288135593220339,0.05263157894736842,0.6526315789473685,0.29473684210526313,0.08609271523178808,0.7218543046357616,0.19205298013245034,72.7334268541423,93.05789371916354
CP001867,0.046511627906976744,0.8062015503875969,0.14728682170542637,0.08888888888888889,0.7,0.2111111111111111,0.033112582781456956,0.8410596026490066,0.12582781456953643,73.98410933815462,94.15596217773754
CP001874,0.08695652173913043,0.7971014492753623,0.11594202898550725,0.14444444444444443,0.7111111111111111,0.14444444444444443,0.096045197740113,0.751412429378531,0.15254237288135594,72.42917381865672,94.18718061027457
CP001875,0.4263565891472868,0.4631782945736434,0.11046511627906977,0.4256198347107438,0.4731404958677686,0.1012396694214876,0.465324384787472,0.4272930648769575,0.10738255033557047,53.69076617993087,59.15311209933013
CP001896,0.18085106382978725,0.6542553191489362,0.16489361702127658,0.15483870967741936,0.7032258064516129,0.14193548387096774,0.16875,0.63125,0.2,64.37262380054115,79.69600379969924
CP001928,0.5076923076923077,0.3076923076923077,0.18461538461538463,0.42786069651741293,0.3781094527363184,0.19402985074626866,0.4648648648648649,0.31891891891891894,0.21621621621621623,43.780170409656044,42.1954023505676
CP001940,0.5929824561403508,0.27017543859649124,0.1368421052631579,0.5745454545454546,0.3018181818181818,0.12363636363636364,0.5324675324675324,0.329004329004329,0.13852813852813853,60.28630983067459,74.03243522590553
CP001958,0.13253012048192772,0.6626506024096386,0.20481927710843373,0.17142857142857143,0.6285714285714286,0.2,0.08333333333333333,0.6979166666666666,0.21875,66.79128951233038,83.1051939555314
CP001962,0.30851063829787234,0.2765957446808511,0.4148936170212766,0.2692307692307692,0.3076923076923077,0.4230769230769231,0.2857142857142857,0.3277310924369748,0.3865546218487395,64.8850372187184,81.96628292578141
